    Type,Air_Temp_K,Process_Temp_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_Min,Machine_Failure
High,297.21071552813993,310.0201262439975,2739.0796125056813,22.09983175931503,2,1
High,302.29210948500855,310.8830776938059,2571.516139559287,67.61008224239413,72,0
High,300.0029051867818,308.4335338641605,1296.0348761412333,65.88409123813813,197,0
High,299.1515567605731,311.68365226590436,2263.221492771629,64.41518799058244,30,0
??,296.6920305167725,307.2817771712917,2455.571860582473,42.435151447834436,118,0
??,296.87527222912166,308.17372333067453,2771.0859589602824,70.51554325911914,207,0
Low,295.105516368159,314.62755347424326,1799.458079220214,74.83624485455702,74,0
Medium,295.9142626886171,308.48070370861143,1471.8105396338365,32.98410412574113,241,1
High,300.5683869469024,308.46500887365744,2564.692898875554,25.728614424624908,16,0
Low,,310.9568063582312,1707.9467898120886,,176,0
Low,297.8716476513056,314.7097532986006,2157.1230332701743,22.552844967221475,2,0
Low,298.27747225896127,314.83080445953,1823.8316227407997,71.88020195979279,122,0
??,296.1560561061151,310.79657963676317,1843.7220108138579,33.659335005443864,210,0
High,298.88630945607105,305.0108701980493,2371.9431666839228,50.332025057840376,215,0
High,295.3722170456933,314.006565507684,1778.3602005439018,51.63036471349875,54,0
Medium,,310.70237964577046,2308.920180752779,,110,0
High,301.7311134812453,308.65996408289936,1222.9255287236833,20.95679965961688,233,0
High,304.9074880939322,313.29195141015936,1719.4358240062015,79.37004480653599,199,0
Low,303.82823162678494,308.99832459350205,1710.4704501658603,22.08222604687908,240,0
Medium,299.72990593698154,305.34044506200263,2398.136457434747,62.60551523996369,99,0
High,300.1968503115038,313.2107222305702,1703.2913856410046,65.39540118386114,39,0
??,296.90576046517197,310.4585940101976,2213.323411784133,20.161459585289087,121,0
High,299.6203934283956,308.381435382242,2301.6390433725837,75.32144580849162,193,0
Low,304.0302787349281,307.5089237635385,2253.4808707153843,44.143113383940985,214,0
??,295.50853423635823,310.93797459415424,2165.2698896778634,54.02180709973806,39,0
Low,303.6355680299831,307.080495482251,1861.7869589590314,54.95302392243573,29,0
High,298.4094780164261,308.23850886557005,1797.2879642940966,45.34685879146105,24,0
??,303.9951276509631,311.36530309413985,2103.3344934014235,19.94154308848076,6,0
Medium,304.40879906341485,313.8154445040593,1301.924963974922,62.622735052390944,91,0
Medium,301.70864887001903,310.32890328391596,2601.3117472824415,50.72500845864446,104,0
??,301.64423786592675,312.59106398299093,2520.5042288485492,18.307643068016844,177,0
??,299.5275433770874,312.6306060376304,1754.2155472595034,59.0225378043526,122,0
Low,303.35540224543706,311.6435395265939,2106.9105974170097,59.19342825645434,80,0
??,304.61612758433284,307.45838337680516,2691.564317095141,48.39405122671406,95,0
Low,302.7508180033912,313.6678859815024,1634.6188758593546,16.33841672040976,0,0
High,301.21936733756706,309.36275655639565,2387.9284283117654,34.68508217957105,90,0
Low,301.0679289582134,305.442107439357,1332.3708917136082,13.564687533869067,171,0
??,303.4946990158366,307.44612670069523,2037.3954359535537,43.4317213178474,227,0
??,300.412037657713,312.65548354099315,2614.350607115676,73.45129923258304,176,0
High,303.03859886248824,305.6913333581749,2082.7348546385174,10.157708782904662,6,0
??,300.08885255174243,306.4736440215491,2186.0045229393622,28.664705712968853,119,0
??,295.6244427497392,311.94226816041703,2652.2228692952704,65.99013708036594,130,0
Medium,298.8394700890415,313.9260078972754,2344.5770240796846,10.690258367512456,93,0
Medium,299.444409576715,311.33732005057635,2313.391488358825,10.71214059322047,128,0
High,296.41617244986617,307.22291053829554,2138.2144353486374,52.757301026607934,178,0
Low,296.0249632918921,305.53413763249546,2212.7817827078693,65.2439829759009,97,0
Medium,300.35464949656955,311.1512658255031,2485.928678426588,64.35537922266695,165,0
Low,295.8514363655608,305.47398577931165,2766.7729332755907,64.57046145245009,42,1
??,298.02945167890084,311.12722051941756,2472.520566413101,,182,0
Medium,302.44596975963077,307.255799441611,2332.058930603194,71.79069009921211,184,0
High,304.6443217956798,314.0465606240883,1416.8718137784238,10.898492097771582,52,0
High,302.17870580551926,309.7509266848736,2507.328619906709,31.853211574061028,227,0
High,304.9262554845287,307.23938433309695,2377.590987837925,33.60313863847729,160,0
Medium,301.98337971279403,313.5314531655859,2432.6915126419744,21.589978807367878,234,0
Low,297.93794470654325,307.5403539844751,1569.754365189299,33.53581810944695,207,0
??,301.7205254050536,308.0659907652487,2645.509914465484,51.01188910364763,189,0
Low,302.02156765196906,313.34277899055456,1355.6501893549794,46.41955188881678,101,1
Low,298.7172698461646,308.08792029800594,1605.7792891071144,32.35991510091779,138,0
??,,309.1016376923064,2260.8375013190425,62.45292595777189,199,0
??,302.0319978477549,308.4766567075887,2277.943142129624,60.035340490646504,179,0
Medium,295.2170009527554,306.16400317830374,1701.3193060813196,29.64875339563083,0,0
Medium,301.3118807806007,305.38895812246824,2322.4316433789036,32.62598749445422,13,0
Medium,296.63616488742554,312.24540674060984,1820.6888602477952,,221,0
Medium,300.65603527748044,311.45137123935723,1200.2808253726773,19.01958165578509,212,0
Medium,300.039130253806,307.82366067552056,1460.1698116598136,62.69471500725984,121,0
??,295.13513642306185,307.9559912498488,2612.1892403490792,13.239355736067434,20,0
Low,298.62865816995105,314.4500578300868,1556.3104187670701,20.540634587239595,33,0
Medium,301.01091167396305,314.87671127233494,1380.6565421742014,,229,0
Medium,303.4860655189878,309.7343490323369,2291.5209694931114,67.7737282867034,217,0
Low,303.88642113836517,313.02451745481494,1905.130307855578,13.08059607707257,104,0
Medium,299.83849970033225,312.36685875869364,2474.5454982362307,56.523910294159116,13,0
Low,302.2842248729944,307.9731770951205,2578.311895305261,13.113221888756243,245,0
Low,,305.58562710520476,2553.58220381957,65.05103827452595,167,0
??,298.42186405758656,306.4255625713494,1700.8147507150293,73.88998604756239,121,0
High,296.9446351918231,313.38294117000765,2008.8735007490627,44.0790216084193,162,0
??,,312.3121381999628,2240.2267754351424,66.3179260708607,169,0
High,298.1456415092737,311.6433484446228,1715.1729396545984,59.44873729951598,81,0
High,295.84370896438503,306.30648831696647,1265.758904564829,65.6944704521427,147,0
High,301.8500608666318,311.39930687450527,1993.0630116750706,63.6742639668192,59,0
Medium,302.07753207605396,312.7215233149312,1220.5093335449499,24.375751861711237,136,0
??,298.5999241877906,313.6060174986029,2721.0329995615157,,232,1
High,295.76723399456023,305.13231279193616,2474.693833716842,77.22899309884701,114,0
Low,299.26297717403423,311.8447510187848,1507.2156424377513,34.04730612070442,236,0
Medium,299.4233545805022,305.19097655603207,1660.1147982270854,77.93409634459451,32,0
??,301.6867088489789,312.0687284554344,2772.5416768311015,50.82131980036151,48,0
High,298.15416391258685,311.35621364732003,1797.677686626087,42.31279923660442,195,0
Low,301.82599279781306,306.48347862918973,2453.955771894228,56.04302255183415,3,0
??,303.7148854175739,312.6612175134513,1914.904749470807,67.10874198243856,122,0
??,297.374860423622,305.68347618189694,2582.553478560976,37.594570839552446,175,0
Medium,304.789195561199,313.2639877374463,2326.0056130584144,12.306792258024656,15,0
??,298.86368137136805,307.61929244848227,1236.656095825855,59.6164408579288,174,0
Medium,297.6725868514706,311.88851862300663,1671.0238175027796,76.93167491481695,25,0
High,299.2151118251029,314.2368934102187,2092.7877038295237,53.74906551934366,69,0
Medium,295.9439747590386,308.3982702467345,2681.878470511606,23.189013498183133,36,0
Low,296.25705906512115,310.0289407794042,1363.2478314263847,27.376977252677726,149,0
Medium,299.1443404696833,309.6311803395045,2161.860060337707,73.6825503041962,233,0
Low,302.624445219391,306.5761134906287,1683.482770260252,10.949346692312945,230,0
Medium,304.0031223957449,310.9031201049076,2622.9244512311043,48.41226658243922,6,0
??,301.6481799071627,312.43001918520946,2424.271375453621,21.107435163576902,169,0
High,296.0521955523817,314.1687482892382,1791.5243552148565,29.793510465195556,29,0
Low,301.72019762180537,313.50802601649514,1467.3650622537818,31.48871546452821,73,0
Medium,301.3542792070297,310.1001937972803,1218.3967558356765,25.349792341682928,120,0
Medium,303.0576391829333,312.19017154511937,2193.815121075118,65.4646443894309,206,0
Medium,303.2524866665218,313.0078341337389,1849.79809220999,33.254642178513116,5,0
??,303.6820307577898,309.9348871373835,1703.6103885772307,34.18394938858766,23,0
??,299.141315145791,306.1542756070427,2776.803666618937,,193,0
Low,301.97864395352144,309.37930763847373,1945.8274168965042,73.16067021182957,167,0
Low,297.68250358922313,313.4247803820156,2399.7428538326785,58.17211224186781,120,0
??,304.99336279983504,310.96641405393734,1483.859867601978,14.32247929174444,243,1
Low,,312.2445837700934,1221.5284123869021,12.748334472560188,142,0
High,295.1011443166084,306.8526802215259,1868.1001911168255,49.64724607039178,180,0
High,296.48808714518174,314.64337768211004,2265.0637359082584,72.09423932090455,84,0
??,302.7587228954413,309.0408052949331,2010.557913893535,32.62760332004137,209,0
Low,299.4678367650821,311.5363552271773,2624.7460121990257,27.34402802315179,132,0
Medium,299.4750024781043,305.18872254590605,1894.3669618994636,62.37337317191554,88,0
High,304.5502291961167,306.2731926225529,1697.604501044946,52.14639565288792,35,0
??,304.19634908028075,312.8203426988492,2665.67788193223,49.55191396497636,201,0
Low,,314.67969445520254,1850.8836458150095,20.45108394004788,242,0
??,297.0905812878087,308.2005535505548,1631.4365786233786,22.317292306268996,173,0
Medium,,305.3718073494126,1356.2577228961286,29.7251443146817,150,0
High,304.06019071044363,308.6086660198014,2469.2956371453133,24.478725427735583,87,0
??,300.4159692279849,305.17468130279,2520.1463372765493,78.00113215325052,44,0
??,301.294237111171,306.9237309226247,1253.2764537042751,11.302771144931015,9,0
??,297.56914284692294,312.5247201505374,1773.8329574424397,53.82394369005269,53,0
Medium,303.00802687978523,314.37088398106494,2399.8023273567355,46.23191774128068,69,0
??,301.32122428449026,305.8744908436889,2714.210955980886,32.627586512890545,204,0
Medium,300.03513511297996,310.5790077881051,1804.509254151848,72.13120984727828,84,0
Medium,295.601085560784,307.5388084612403,2595.2854902071895,56.911380427749755,31,0
Medium,304.15934962511153,306.3905912579393,1829.952650451512,79.88480459262585,42,0
High,301.1545142038441,307.1898022989156,1487.1914035882369,21.805917152853976,117,0
High,,310.77763067497705,1205.5138300429915,16.150748510748013,120,0
??,301.06386116983055,305.6513450144396,1728.2896370446076,,14,0
??,301.7746335423997,309.34218596168415,1805.5600811637944,28.85036773092174,65,0
High,,306.35227850955164,2712.1880462197378,39.17508940975692,249,0
Low,302.1810173795602,307.7267705239448,1529.7124038729964,70.38222995013601,142,0
High,300.8145394792862,306.90754329743265,1811.5691328280075,29.851423643022063,114,0
Medium,304.47769582032146,313.829754998309,1240.246607716981,74.06703170193775,80,1
High,295.53697078599305,312.0801133087129,2421.6635761462185,42.40353818833017,19,0
Medium,296.0624570846956,313.6846257894747,2664.2259780079785,55.294901297728785,177,0
??,296.7367163695434,308.8346283454769,1580.513035642387,28.508539983916553,5,0
Low,301.90171070604333,308.1341336485367,1886.3921770242632,,78,0
??,301.4559587274981,308.80587194897765,1395.3801941855904,70.86198584606345,124,0
Medium,303.9205886020969,305.18548195724406,1930.9366885006252,17.665432636411474,144,1
Medium,302.328774528839,312.2470427514856,1413.3479418305526,64.18149140369158,119,0
Medium,300.0835548756459,308.4977245689508,2037.3575910706434,50.66890142538002,25,0
Low,304.9183179246363,308.13323803576793,2375.395264691573,70.27964471751943,21,0
High,,310.9814106537053,2085.348439702669,60.247288846872394,200,0
??,303.33191659785456,309.36249911709814,1592.3513254198015,29.716487147807925,63,0
??,299.2679037219392,314.80843368223896,1766.0735767502483,50.20993180800934,203,0
High,301.48735138875736,308.562530428988,2221.716380329012,10.91515337238131,213,0
??,302.27268470452435,311.13895842207916,2143.6086684629204,43.26528396607003,57,0
Low,301.33754087190334,308.1165110060965,1418.8396609941335,16.0209544900425,214,0
??,296.4050730310859,314.9059498021066,2551.9191577057645,40.02614984672308,36,0
Medium,299.4295101074793,309.4511103472013,1960.3022595952248,17.672826559907406,77,0
High,300.61438377933126,311.34128810866804,1459.790759242229,76.88358648617906,215,0
Low,303.49043759178596,306.2672167095268,1396.5224681195668,46.61475701854095,199,0
High,299.4364574879857,312.33024214863656,2744.882839432208,73.92525896936503,217,0
Low,304.18747304804253,307.6921005787562,1650.4561778776736,11.565635607603609,223,0
Medium,299.4037422302521,309.4861325282967,2653.7497406662014,54.635729871732856,120,0
High,300.4877985926301,313.8313306232746,1856.9364780303022,31.486815134863416,27,0
??,302.962856829428,314.705525148851,1817.4742887251045,40.22802971756654,223,0
Low,300.83067684422144,309.2457210184036,2321.486351439091,71.11611766502827,213,0
High,304.60218072382827,313.348026679545,1215.8132604407383,78.60147663311213,48,0
??,301.6033583051413,305.5334899454986,1740.9432346086248,27.254436810334667,200,0
High,300.22709454067603,313.47574029790263,1684.2331395068943,76.37772997473111,66,0
High,295.23591967780794,311.2951032215265,2588.956950854474,58.21088642172034,216,0
High,299.1373289758033,309.88706168391604,2046.5976624332532,76.59897400500896,102,0
Low,297.9924841926016,313.89963705137245,1783.312251558803,49.3656899034847,125,0
??,302.4810566788749,313.45337222506413,1625.726896479549,77.25293994940294,203,0
Medium,297.08277675153545,307.9694509595357,2144.8156940970066,72.47188207032036,92,0
Low,297.0522008729407,312.91488382344755,1442.6770248693836,19.001421885781223,194,0
Low,296.8951904323738,305.9949093366237,1593.9276296140506,,168,0
Low,296.25615613156236,313.2276393546737,1669.7794641035996,27.01442340587583,173,0
Medium,298.11007003670886,311.7545561802325,2172.6543161711056,50.04695282351799,86,0
??,303.85922114443423,305.87866330931945,1797.2079344263607,66.19596020541476,86,0
??,302.74928472305953,311.8308017347413,2009.2532801920793,63.15880128208168,54,0
??,302.35251216306796,310.8051927667637,2240.7012220265387,60.87243925984337,209,0
High,302.9733680564996,310.94550101145046,2730.0345612922997,36.26854130149101,138,0
High,297.6941788932957,307.908639351297,2423.739835364404,19.774581713947956,227,0
High,303.8744169075249,307.66497200012844,1848.4108489153723,24.74084875400195,153,0
Medium,296.373033751416,312.6253511205402,2397.240599035611,61.91742217538329,199,0
High,,307.5681348101724,2719.51068947074,20.32740373416943,219,0
Medium,300.8674811896734,309.462622518099,1999.0088730465995,25.606269345346476,209,0
??,296.02905088342,311.94788998598784,1856.7950929966237,39.71868570114438,12,0
High,302.3013018777643,305.7961625132744,1324.8299184011785,15.047870148122408,163,0
High,298.87246048203474,310.9454838261166,2627.7925930413794,24.888444253909086,233,0
Low,302.844056656084,310.89376372648115,1594.294849269849,20.48376891388656,231,0
Medium,,311.84228710888027,1302.3326349106233,76.59252480382884,127,0
??,296.8087452442534,308.6992809530566,2059.525578545733,23.406811988142238,235,0
Low,302.34761811355344,309.4897977406384,2553.4394335384404,70.32387971192756,63,0
Low,297.52143955838943,308.29969313944696,1850.616088996884,18.035873388662587,50,0
??,299.90810301268044,313.08168247188775,2452.907952254426,70.87711926117551,75,0
Low,295.7553326915691,306.3061076003613,2538.233611654393,51.96036503914288,21,0
Medium,301.17866654412035,314.6295395357533,1927.0456941117818,69.47941462572325,59,0
Medium,301.65857766216277,311.3483615597922,2145.528105504758,70.71440819761503,129,0
High,298.78674209972786,313.86906724392173,2054.259677662304,51.746147146718634,55,1
Low,304.54422780321073,309.26231458264766,2702.7133786152026,74.23859073765168,167,0
High,303.74168921482067,308.32279070391996,2360.809096146818,50.98138040392361,155,0
Low,302.07940915739994,314.0072581012398,2680.548497232181,59.87955545148627,204,0
Medium,302.1365207449374,305.988730288763,1552.015964899155,39.12563340181829,96,0
Medium,297.5240171494215,306.17107231505275,1696.3789629322728,73.98473861296912,2,0
Medium,301.5681523108845,307.9934677648468,1313.4615570881083,67.69137772384187,190,0
Low,,314.59774981766316,1999.8527307132922,21.669917813184924,225,0
Medium,,311.3306860986511,2598.277887017457,50.34714951432891,150,0
Low,304.9946789420258,310.54193696615397,1722.9547154091451,72.77791303608625,54,0
High,301.22375931473175,312.0535633635542,1405.2513711189304,65.51451455612656,159,0
Low,,309.1747455607817,1309.5140078864847,77.37869464629274,83,0
High,297.8816452288395,312.580735014208,1916.0004360378473,26.191118086331635,27,0
Low,301.0392044366223,308.93230697972876,1462.4347914060213,,123,0
High,295.49593508220084,313.26363184856467,1753.7664462161656,45.50343216126919,7,0
Medium,295.9468099050479,307.67295082076504,2511.967692931899,26.286841901908545,2,0
High,295.32856697740397,307.77546659298025,1814.475812412039,37.583167863217334,93,0
Medium,299.99169833262664,310.22383305426735,2175.793469210169,47.627744309703274,88,0
Medium,301.00606629187183,309.30761158361736,2003.456089316504,23.393744210093846,180,0
High,295.6247976135782,311.48115844284695,2349.653268752058,27.968147309180644,221,0
Low,302.21224467498917,308.6429075467358,1449.86393438011,18.738974986615613,156,0
Low,297.3039507151456,307.3055064907037,2672.70565837379,59.936698692002395,238,0
??,301.85201453769866,309.698085628829,2229.8124760800565,35.30863485752931,93,0
Low,304.81897140035244,310.60956499497144,1633.5259705281717,25.41863072286519,225,0
??,301.9110587005385,306.42600053829693,1397.2059330208945,45.512690442666674,88,0
Low,303.8319305292361,310.5671862573316,1439.5609026339046,14.777451397967337,208,0
Low,304.4819850674307,308.192567052479,2452.2606830337727,74.63846244228763,58,0
Medium,299.8675104835232,308.92451884868507,2140.976085300733,30.612726481008497,151,0
??,302.02324979419706,307.7931812906328,1809.2132651490933,72.05250437287035,165,0
Low,303.5196925355584,314.3141032779306,1732.641353899008,44.833404572725286,27,0
??,298.56608912874384,311.83336281280214,2569.212807040848,69.51053483974484,224,0
Medium,297.61397316560397,307.62460311400685,2599.620038050338,27.294510855275117,61,0
Medium,304.4659857277834,311.4503133455195,2130.0192614708685,22.268942156992715,227,0
??,302.2630350036882,313.48572409582044,2039.270505064058,69.45882622643799,50,0
Medium,297.19682133375824,309.0163020833277,2506.3168673225146,24.90467176601976,6,0
High,299.4908339267611,313.29957509156185,2398.936287671,62.233674450970604,22,0
High,,306.54414944339993,1840.5202933244614,34.120865626174265,245,0
Medium,300.4706299091844,313.2278136486617,1332.381895601371,62.373560850461296,45,0
High,301.4995209816589,310.40294242672365,2429.6001717804447,73.5352386191831,217,0
Low,302.5376820204505,307.2297448800998,1469.92164630439,78.71469019011052,77,0
??,,309.0714138455591,1226.2030503655653,35.186663408804336,105,0
Low,300.40079321922195,314.8799299244662,2549.284280326385,35.72680842483824,27,0
??,302.49614284387775,312.8355601664243,2125.20615253875,78.69714157493982,23,0
Medium,302.275630354322,310.75086361385115,2626.6656568572134,70.30696912086268,6,0
Low,301.2987240018318,306.1516391190452,1975.3409331161888,13.156438033796462,111,0
Medium,,309.178115829015,2682.369761138245,50.141499035856434,227,0
Medium,299.05812092200273,307.63051514011937,1766.354796766182,22.687134008390682,230,0
??,304.70438548884096,305.7100107950539,2359.2352037348683,79.5808775265253,78,0
??,296.1238593229153,310.4220438871931,1681.5784148188536,19.72461086596816,176,0
??,297.68504917252835,313.89185699840874,1201.8618629247655,49.15433287800066,2,0
Low,299.92401759204336,311.75599868174123,1807.5912552783307,56.56388590204282,239,0
High,303.36729686143786,307.4968038798051,2380.424820974782,75.59452582578395,1,0
??,296.63675663729725,310.7358460695379,1440.0386871144224,69.30808181509309,6,0
??,297.7695461812461,314.4323428334697,2007.683253131829,27.20283399294481,120,1
Low,295.65798217795236,312.22915052922934,1539.714375761144,50.08367659047532,207,0
??,302.05985266050817,311.89473899406767,1319.3985942705647,76.75017705341183,20,0
Low,297.38209435475613,314.68158166227516,2187.923171110906,61.50017929734564,136,0
Medium,298.8867475067095,312.98873311184025,2723.148195685445,58.183544386592565,139,0
??,299.4370144702967,306.3662354309875,1697.1267499486673,62.84307554968096,220,0
??,,308.47635086976203,2129.033280575921,32.575433229147386,23,0
Medium,299.1133029033124,314.65140700737686,2725.765388401271,61.047658858226534,32,1
Medium,296.4522501991525,309.89705394198,2240.7733599915,26.299832601284116,205,0
Medium,300.2431493834012,306.11637445321185,2276.981283695927,39.96719396354274,42,0
??,304.6295799464863,309.58604879672345,1486.2856184973375,72.29501720319546,81,0
High,301.0768564105081,311.969932340708,1988.1754861645227,11.32798025435262,117,0
High,304.8338722046057,314.9754822168124,1787.3323953395948,39.00230551766427,4,0
High,303.4110730893887,308.239053165632,1953.530963825648,28.677523671734168,206,0
??,295.35965756213415,310.14086874879274,2481.3225223070035,23.90127315455266,122,0
Medium,301.5839959537704,313.7968070464979,1937.1183803937574,68.70027950307586,70,0
??,297.86766877557886,308.5526721805733,1300.5610852125362,58.754900099148465,88,0
Medium,300.59616855644725,306.09261556590855,2648.866657841381,17.884290428803723,141,0
??,297.79345190931224,314.489358750015,2071.705419923153,44.612432855083256,115,0
??,298.4887041660529,309.884408067135,2679.190973648467,42.68340402789778,231,0
Medium,304.2316871175418,310.02783710771973,2115.767219244199,19.976945582058597,163,0
High,297.06643184891703,311.2120014460418,1311.418105560097,65.98338906938457,34,0
Medium,303.7410911802583,305.03536623703224,2084.591029641234,35.667178001793985,107,0
Low,295.30457808070497,314.3113117556885,2121.182291988289,63.33564426122761,177,0
Low,295.9087653836965,308.6145108477454,1542.943806948761,23.44438305575487,215,0
Medium,303.54675041384263,308.9693186238435,1953.6465345670026,32.05514231296826,78,0
??,301.30556030909196,306.7410924753323,1935.1064189978422,16.661966339186613,10,0
Low,302.4723613803955,308.7815161329246,2196.601838432966,20.043548882192574,151,0
Low,297.0941767082185,313.0394353077605,1615.3825578782726,71.8228443246913,74,0
??,300.370834555901,312.99991672555535,2130.79746871711,17.637885092990427,43,0
??,302.37219223571304,314.35796840895455,1585.5232682191086,16.701184510016024,178,0
High,301.2731413701026,309.03229472680795,1914.3124355262507,75.8264117585662,144,0
??,299.7169876689121,312.08721503748586,1396.3291189396912,55.21324217625373,124,0
Medium,304.59783786437714,310.0723755520756,1259.680876578365,17.06411884880936,197,0
Medium,301.76157333453443,313.0402278951913,1712.9396895867742,78.0201717346236,84,0
High,304.0775080024124,312.12542009132994,1639.3148010395864,20.2970007352308,7,1
Low,302.2977051157368,308.67902925286273,1851.0974592501548,63.64420076997996,78,0
Low,302.3546352859768,308.3667383425369,2739.172192000544,12.439595314771053,117,0
??,295.8001826975768,307.52442463027967,2035.5668716325254,53.717925813786806,243,0
Medium,298.5946462185394,310.7651579048864,2085.0827298188105,48.26927104720271,223,0
Low,303.5836940671966,314.6384285159386,2706.5616620597984,24.56026672977108,121,0
High,297.32603862148756,307.00066737617567,2673.835420146933,55.02022999042914,73,0
High,296.1550586615647,305.95252454904323,2614.5791262406683,53.1937095224172,27,0
Medium,298.2610605663879,306.1940064207631,1356.791587247541,65.88462008247836,206,0
High,297.2043788489261,312.8309867625015,2214.8758568325284,71.31118410203118,139,0
High,304.25288194793154,308.50104804284564,2492.958368789619,,170,0
Medium,303.6796664200213,307.2436682769238,2536.919503323352,44.32066354389129,209,0
??,299.99683230282903,308.528441183735,2124.6514280030337,53.51170396612884,119,0
??,295.6134387448387,311.4533081282952,1227.9928759778707,61.04453124608692,164,0
High,302.1456234609316,310.46787124828285,2757.940642626776,34.93198207093122,107,0
??,301.2341173133626,312.43589406521227,1955.5147244129944,45.32493183563599,126,0
??,304.70554670728495,308.39074148481774,1829.753432437757,50.957293007622134,215,0
High,300.58953240270375,309.52028573464685,1831.9179418836209,79.18646586851378,62,0
??,298.3639372340291,306.01968368962923,1878.6414080932263,51.13985375191417,100,0
High,300.19021693578554,305.7305864603278,1587.4891490764048,25.693058551957968,245,0
Low,304.79263291404516,309.622552428441,1723.7338011997276,51.15929007681825,92,0
Medium,301.96362432533033,308.01596607445924,2776.5721756395824,67.36497080643127,62,0
Medium,301.7197613792705,311.1280057213613,1789.0688004097506,70.01825760078336,9,0
??,297.40681589725887,305.43002165444574,2042.7600263580625,66.01753182151083,205,0
??,302.4360251756062,306.2176637759957,2557.2708255603493,,79,0
??,302.50271829471774,313.65190811106396,2043.8844977741815,33.433643931538924,36,0
Medium,,310.66311621519105,1719.1254745890683,45.52994346668634,10,0
Low,299.83713832390714,312.1205453369123,2038.0015630696482,64.57137672052808,114,0
Low,297.94603332940454,313.419721187073,1382.538096702556,28.511496553136887,89,0
Medium,297.5870507032429,309.63834342950054,1408.0111283724318,,231,0
Low,295.25896070249485,312.61060383967475,2310.57205156907,,18,0
Medium,297.8521174465333,310.2458557907352,2667.937051615593,63.905995473433826,51,0
Low,300.53969949878274,307.22748770273705,2361.085013581629,77.98396975412622,117,1
High,295.0160118754903,308.3765616880094,1319.3811850517716,79.71818409602551,17,0
High,297.83219083809666,309.9035044105566,1844.632977649609,26.852118287996532,93,0
Medium,303.81410332323253,308.1688555217227,1204.085741228902,,31,0
Low,300.9364858510736,308.355276913499,2017.9307893210125,16.61608509450484,150,0
??,301.0786282408098,308.3739283124877,1509.1271758109622,59.686014627483885,244,0
Low,299.03364305026355,306.22839978857104,2589.0346379658504,25.406957137288565,139,0
High,301.7647214349241,305.84642607212254,1366.936084590532,31.02178098457939,57,0
High,296.8993276623036,305.46496039691306,1202.2934378352486,76.24248243651793,204,0
Low,303.1874681038419,306.10956261034335,1921.8336689820167,28.420586571394836,20,0
Low,296.166891199359,308.43707092135617,1448.6932862811827,57.12245084124412,148,0
??,301.5600135465311,310.93871805783056,2380.7782116402586,22.468995550427934,220,0
??,298.41149325819686,306.8814692720941,2671.8955708502317,,220,0
Low,302.47512970582477,313.8800884600264,1267.1008228841074,33.75219177407051,241,0
Low,300.4976455126602,313.0838243123945,1832.9313790657548,53.69372705526369,218,0
Low,299.52353038478714,310.2052711280916,2794.9039617135195,27.356160062785683,28,0
Low,296.6942240209325,312.2420983081336,2372.2751520010697,,206,1
Medium,301.36821464284355,308.6632852469876,2725.1002299292913,59.61108730245186,46,0
Low,304.74769843420415,305.3677779273309,1462.533256345849,17.195721608695834,139,0
??,303.2560342490701,314.0433284753254,1554.1896951871256,41.28335642624552,57,0
High,295.6000819258901,306.2779348825782,1447.6979849549216,75.92141709175569,168,0
Medium,298.76229378361194,314.4793734637965,1683.790454041501,37.78801636899575,18,0
Low,304.25583009190274,310.7188258826611,2359.0145093264828,40.39407195842075,139,0
High,300.03043747557024,308.0556306102143,1463.9146572131012,61.674301252510226,22,1
Medium,301.62111825808176,309.95524623311843,2038.7744606132615,64.53080654229927,132,0
High,304.1259934559139,310.01629808923093,1630.735870583037,63.87244728463672,121,0
Low,303.7379469041988,305.2328707944258,2526.7132466190646,79.85069174395005,153,1
Low,300.0182037554051,308.5545985188414,1210.5478485423025,15.001576124094012,116,0
??,,312.3986579954292,1556.983933661867,78.75772992430996,62,0
Low,298.39692618479586,310.10069188950706,2168.3852121154914,76.51327318981791,51,0
Low,302.1901944316289,307.44230117009585,1354.7368031581482,69.64972301816906,9,0
Medium,297.86986799471543,308.3510986003694,1946.0995455135835,,85,0
??,297.498876064309,313.6305439311595,1897.9316743717914,70.9631660143747,166,0
Medium,298.5624989460378,310.2554967015023,2564.036810914822,25.458268861426664,150,0
High,296.77215056878794,310.28352122551235,2200.6355090669012,65.41590847714812,10,0
Low,301.95119815945765,314.6146745905101,2223.523299454564,22.96668121847379,219,1
High,301.16240649330615,308.2088139903664,2722.8921628626654,67.07534024298258,94,0
Medium,299.82878534115844,309.79541125106226,2771.7766005174,53.01703932848398,71,0
Low,298.90325779261553,313.11713597720836,2245.431571444542,16.862189565946785,244,0
Low,304.0906254289673,312.5891224888703,2035.2023202432867,72.67236887500577,127,1
Medium,295.29123784989105,307.6579942192867,2172.672093543808,50.45700368186711,230,0
Medium,302.691077435073,306.5109104760539,1811.9099280866567,55.93737946959802,47,0
Medium,304.0190957174889,312.00704576187366,2779.930587136124,29.845702495612702,91,0
Medium,299.46354579429925,307.57656176807194,2328.034015194974,71.01448527459647,15,0
Medium,300.50690491470647,314.2267582852424,1665.6108710066635,48.16405146074944,173,0
Low,304.4446368788204,306.29247693989225,1292.4260783553095,39.47841990040524,174,0
Medium,297.1227751528551,308.18315200134776,1271.5550866431486,47.399722165982226,243,0
